1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149
1,0.974025974,1,0.985294118,1,0.97752809,1,0.971830986,0.985074627,1,1,1,0.984848485,1,1,0.941176471,1,1,0.92,0.953846154,0.941176471,0,1,0.983333333,0.8625,0.942857143,0.951612903,0.8,1,0.796875,0.984848485,0.987012987,1,0.970149254,0.671428571,0.8625,1,0.926470588,0.983870968,0.909090909,1,0.967213115,1,0.970588235,1,0.96,0.968253968,1,0.871428571,1,1,0.811594203,1,0.785714286,1,1,0.861538462,1,1,0.985714286,0.869565217,0.985714286,0.833333333,0.919354839,1,0.984375,1,0.960526316,0.860759494,1,0.955882353,1,0.898550725,0.987012987,0.728571429,1,0.911764706,0.913043478,1,1,0.98630137,0.963855422,0.986486486,0.967213115,1,0.901408451,1,0.938461538,1,0.956521739,1,0.954545455,1,1,1,0.988095238,1,0.955882353,0.911764706,1,1,1,0.890625,0.985714286,0.983870968,0.924050633,1,1,0.9625,0.987012987,0.985074627,0.969230769,1,0.96969697,1,1,0.984375,1,0.984126984,0.974683544,0.972222222,1,1,1,1,1,0.987179487,1,0.985294118,1,1,0.986486486,0.985714286,1,0.97260274,0.960526316,1,1,1,1,1,0.985507246,0.98630137,0.966101695,0.985507246,1,1,1,0.987951807
1,0.925373134,0.648148148,1,1,1,1,0.973333333,1,1,0.685714286,0.763888889,0.96875,0.573770492,0.930555556,1,1,1,0.972222222,1,1,1,0,1,1,1,1,1,1,1,0.983606557,0.98630137,0.72972973,0.971014493,1,0.952380952,0.535714286,1,1,0.934210526,0.708333333,1,0.612903226,0.968253968,1,1,1,0.7,1,0.972972973,0.671428571,1,1,1,0.75,1,1,0.837837838,1,1,1,0.985507246,1,1,1,0.898550725,0.911764706,0.842857143,1,0.9,0.96969697,1,1,0.97260274,1,0.457142857,1,0.969230769,0.545454545,0.916666667,0.609375,0.986111111,0.787878788,1,0.980392157,1,1,0.962962963,0.734375,0.96969697,0.474576271,0.984615385,1,0.508196721,1,0.972972973,0.564516129,1,1,0.414285714,0.967741935,1,1,1,1,0.975609756,0.985074627,0.597222222,1,1,1,1,0.625,0.981818182,0.952380952,0.876712329,0.686567164,1,0.740740741,1,0.983870968,1,0.546875,1,1,0.327868852,1,0.864864865,0.955882353,0.882352941,1,0.986111111,1,1,0.982142857,0.890625,0.793650794,0.98630137,0.764705882,0.982758621,1,1,1,0.967741935,0.4,1,1,1,0.986486486
0.983870968,1,0.985915493,1,0.987341772,0.727272727,0.783333333,0.78313253,0.973333333,1,0.98630137,0.960526316,1,1,0.952380952,0.910447761,0.988235294,0.97260274,0.837837838,0.985074627,1,0.983333333,1,0,0.827160494,0.915492958,0.936507937,0.855263158,0.964912281,0.984375,0.887323944,0.958333333,0.987951807,0.791666667,0.915492958,1,1,1,1,1,1,0.957746479,1,0.985074627,0.969230769,1,1,1,0.939393939,0.941176471,0.984615385,0.897058824,1,1,0.985074627,0.952380952,0.941176471,0.967741935,0.940298507,1,0.986486486,0.971428571,0.985507246,0.985915493,0.972222222,1,1,1,0.986666667,1,1,1,1,1,1,0.986666667,1,0.969230769,1,0.985074627,1,0.890410959,0.942857143,0.947368421,0.969230769,0.984126984,0.985714286,1,1,0.968253968,1,1,1,0.983333333,1,0.945205479,1,1,0.970149254,1,0.987012987,1,0.96875,0.815384615,0.984848485,0.98630137,0.666666667,1,0.952380952,1,1,1,0.96969697,0.984375,0.985915493,0.984615385,1,1,1,1,0.986111111,0.987804878,1,1,0.96969697,1,1,0.9875,0.987341772,1,1,1,0.987804878,1,0.943396226,1,1,1,0.985507246,1,1,0.896103896,0.956521739,0.710144928,0.974025974,1,1,1,0.971428571
0.907894737,1,1,1,0.94047619,0.888888889,0.859375,0.945945946,0.96,0.986666667,1,1,1,1,0.934782609,0.886075949,0.9875,0.914285714,0.888888889,0.951219512,0.970588235,0.8625,1,0.827160494,0,0.902439024,0.921052632,0.884057971,0.961038961,0.921052632,0.916666667,0.829268293,1,0.821428571,0.941176471,1,1,0.976470588,1,0.880952381,1,0.7375,1,0.975609756,0.971830986,0.986486486,0.904761905,1,1,0.974358974,1,0.916666667,1,0.95890411,1,0.959459459,0.851851852,0.97752809,0.917808219,0.9625,0.9875,0.958333333,0.987654321,0.986111111,0.986842105,1,1,1,0.931818182,1,1,0.958333333,0.909090909,1,0.961538462,1,0.893333333,0.971428571,1,1,0.987804878,1,1,0.970588235,0.916666667,1,1,0.95890411,1,1,1,0.925,1,1,1,0.954545455,1,0.95890411,0.987012987,1,1,0.98245614,0.926470588,0.84057971,0.961038961,1,0.943181818,1,0.849315068,1,0.984615385,1,1,0.971014493,1,1,1,0.971830986,1,0.975,1,0.989361702,1,1,1,1,1,0.974358974,1,1,0.985714286,0.986486486,1,1,0.940298507,1,1,1,1,1,0.953846154,0.876404494,0.942028986,0.902777778,1,0.984615385,0.986111111,1,0.825
0.933333333,1,1,1,0.98630137,0.8,0.890909091,0.942857143,0.887323944,1,1,1,1,1,0.930555556,1,0.8125,1,0.878787879,1,1,0.942857143,1,0.915492958,0.902439024,0,0.848484848,0.94,1,1,1,0.985294118,0.986111111,0.950819672,0.953125,0.987179487,1,0.78125,1,0.987341772,1,0.965517241,1,1,1,0.985074627,1,1,0.957142857,1,1,0.955882353,0.985074627,0.728571429,1,1,0.986111111,1,0.984126984,1,1,0.984848485,1,1,1,0.986842105,0.970149254,1,0.98630137,1,1,1,1,0.76744186,1,1,1,0.722222222,1,1,1,0.901234568,1,0.946428571,0.983606557,0.971428571,1,0.965517241,1,1,1,1,0.985074627,1,1,0.985915493,1,0.830508475,0.984375,1,1,0.956521739,1,0.971014493,0.929577465,1,0.824324324,1,0.943661972,0.971830986,0.781818182,1,1,0.876923077,1,1,1,0.951612903,1,0.824324324,1,0.972972973,1,1,0.93220339,1,1,1,1,0.97260274,1,1,0.943661972,0.966101695,0.606060606,0.985294118,1,1,0.98630137,1,1,0.926470588,0.810344828,0.913793103,1,1,0.985507246,1,0.9
0.953846154,1,1,0.955882353,1,0.838235294,0.896551724,0.985294118,0.985294118,1,1,1,1,1,1,1,0.794117647,1,0.96875,1,0.947368421,0.951612903,1,0.936507937,0.921052632,0.848484848,0,0.985074627,1,1,1,1,1,0.967741935,0.705882353,1,1,0.951612903,1,1,1,0.929577465,1,1,1,1,1,1,0.94,1,1,0.909090909,1,0.865384615,1,0.981818182,1,1,1,0.960784314,1,1,1,0.970149254,1,1,1,1,0.955882353,1,0.983050847,0.968253968,1,0.893939394,0.985294118,1,0.784615385,0.966101695,0.98245614,0.985074627,1,0.941176471,0.983606557,0.714285714,0.953846154,1,1,1,1,1,1,0.876923077,1,1,1,0.957142857,1,0.779661017,0.909090909,1,0.973333333,0.883333333,0.944444444,1,0.984848485,1,0.983870968,1,0.961038961,0.985507246,0.84,0.984615385,1,1,1,0.970588235,1,0.838709677,1,0.805555556,1,0.969230769,1,1,1,1,1,1,1,1,1,1,0.953846154,1,0.950819672,0.973333333,1,1,1,1,0.982758621,1,0.966666667,1,1,0.985074627,1,0.985294118,0.974025974
1,1,0.955882353,1,1,0.944444444,0.983870968,0.984615385,1,1,1,0.971014493,1,1,1,0.931034483,0.971014493,1,1,0.85915493,0.952380952,0.8,1,0.855263158,0.884057971,0.94,0.985074627,0,1,0.855263158,0.984615385,1,1,1,0.79245283,1,1,0.984848485,1,0.878787879,1,0.816666667,1,1,0.984375,0.984126984,0.980392157,1,1,0.955882353,1,0.5625,1,1,1,1,0.946428571,0.95,0.983870968,0.953125,0.970149254,0.879310345,1,1,1,1,1,1,0.969230769,1,0.951612903,0.95,0.925925926,1,0.915254237,1,0.941176471,1,1,1,0.984375,0.861538462,0.964912281,0.918367347,1,0.865671642,1,1,1,0.949152542,1,1,1,1,1,0.871794872,0.967213115,1,0.983333333,1,1,1,0.981132075,0.947368421,0.879310345,0.80952381,0.927536232,0.985915493,0.967213115,1,1,1,0.984615385,0.967741935,0.986111111,0.987012987,0.968253968,0.984615385,0.955223881,0.985074627,0.888888889,1,1,1,1,1,0.984126984,0.9375,0.983870968,1,1,1,1,1,0.965517241,1,1,1,1,1,1,0.95890411,1,0.982758621,1,1,1,1,0.981818182
0.951612903,0.987179487,1,0.985294118,0.859375,1,1,0.863636364,1,0.904761905,1,1,1,1,1,0.666666667,1,0.75,1,0.850746269,0.979166667,1,1,0.964912281,0.961038961,1,1,1,0,0.964285714,0.901639344,0.96969697,1,0.985507246,1,1,1,1,0.940298507,1,1,1,1,0.96969697,0.719298246,0.938461538,0.913793103,1,1,0.711864407,1,1,1,1,1,0.45,0.714285714,1,0.872340426,0.954545455,1,0.666666667,1,0.949152542,0.98,1,1,1,1,0.984375,0.981481481,0.983050847,0.981818182,1,1,1,1,1,1,1,1,1,1,1,0.936507937,0.929824561,1,1,1,0.949152542,1,1,0.98245614,1,1,1,1,1,1,1,1,1,1,0.886792453,1,0.984615385,0.986486486,1,1,1,1,0.967741935,1,1,0.973333333,1,1,1,1,1,1,0.948717949,1,0.984126984,1,1,1,1,1,1,1,1,0.986666667,1,1,1,0.985915493,0.888888889,1,1,0.851851852,1,0.982142857,0.967741935,1,1,1,0.984375,1
0.946428571,1,1,0.984848485,0.955882353,0.973684211,1,1,1,1,0.983606557,0.954545455,1,1,0.95890411,0.944444444,1,1,0.974025974,0.86440678,0.944444444,0.796875,1,0.984375,0.921052632,1,1,0.855263158,0.964285714,0,1,0.835820896,0.984615385,0.983333333,0.841269841,0.808823529,1,1,0.933333333,0.884057971,1,0.866666667,1,0.925373134,0.96969697,1,0.826923077,1,1,0.919354839,1,0.948275862,1,0.966101695,1,0.983050847,0.967741935,0.952380952,0.9,0.927536232,0.927536232,0.940298507,0.903225806,0.983333333,0.984126984,0.98245614,0.921875,0.958333333,0.909090909,0.985915493,0.833333333,1,0.901639344,0.970588235,0.850746269,1,0.945205479,0.969230769,1,1,0.984848485,1,0.985074627,0.983050847,1,0.566666667,1,0.758064516,0.972222222,0.981481481,1,0.983333333,1,1,1,0.935064935,0.984615385,1,0.984375,1,1,1,0.953125,1,1,0.965517241,0.985714286,1,0.93442623,0.972972973,1,0.984615385,1,0.948275862,1,1,1,0.983050847,1,1,1,1,1,1,0.983333333,1,1,0.92,0.983606557,0.966666667,1,0.97260274,0.986486486,1,0.981818182,0.970149254,1,1,1,1,1,1,0.984375,0.965517241,1,1,1,1,0.985294118
1,1,1,1,1,0.954545455,0.953125,0.526315789,0.95890411,0.65625,1,1,1,1,1,0.734375,1,0.863636364,1,1,1,0.984848485,0.983606557,0.887323944,0.916666667,1,1,0.984615385,0.901639344,1,0,1,1,0.691176471,1,1,0.984126984,1,1,1,1,0.985294118,1,1,0.698412698,1,0.983870968,1,1,0.952380952,1,0.986486486,1,1,1,0.892857143,0.68,1,1,1,1,0.984848485,1,1,1,1,1,1,1,1,1,1,1,1,1,0.985714286,1,0.968253968,1,1,1,1,1,1,0.796610169,1,1,1,1,1,1,1,0.946428571,0.985507246,1,1,1,1,0.985294118,0.98630137,1,1,1,0.480769231,1,1,0.959459459,0.986842105,0.972972973,1,1,1,1,0.972972973,1,1,1,1,1,1,1,0.973333333,1,1,0.985074627,0.984126984,1,1,1,1,1,1,1,1,0.985074627,1,0.962025316,0.917647059,1,1,0.80952381,0.938461538,0.984615385,0.806451613,1,1,1,0.983333333,0.959459459
0.926470588,1,1,0.985507246,0.926470588,0.936708861,1,1,0.962025316,0.96969697,0.972222222,0.909090909,1,0.985074627,0.826086957,0.969230769,1,1,0.605263158,0.915492958,1,0.987012987,0.98630137,0.958333333,0.829268293,0.985294118,1,1,0.96969697,0.835820896,1,0,0.962962963,0.985074627,0.984126984,0.901408451,1,1,1,0.782051282,0.949367089,0.953125,1,0.927536232,0.98630137,0.987179487,0.96969697,1,1,0.75,0.986666667,0.943661972,1,1,1,1,0.947368421,0.945205479,0.890625,1,0.905405405,0.885714286,0.985915493,1,1,0.970149254,1,0.988235294,0.925,0.971830986,0.959459459,1,0.968253968,0.972972973,0.921052632,0.984375,1,1,0.956521739,0.971830986,0.986842105,1,1,1,1,0.953846154,1,0.833333333,0.957746479,1,0.985074627,1,1,0.969230769,1,0.95890411,0.969230769,1,0.985507246,0.966101695,0.9875,1,1,1,1,0.907894737,1,1,0.98630137,1,1,1,1,0.984615385,1,0.97260274,1,1,0.985074627,1,1,0.975609756,0.959459459,0.946666667,1,1,1,0.893939394,1,0.986486486,1,0.974358974,1,1,1,0.985507246,1,1,1,0.985507246,0.984848485,0.975903614,0.90625,0.909090909,0.985507246,1,0.986111111,1,1
1,0.934210526,0.714285714,1,1,1,0.971830986,1,1,0.987804878,0.689189189,0.615384615,1,0.819672131,0.810126582,1,1,0.987951807,0.967213115,0.986111111,1,1,0.72972973,0.987951807,1,0.986111111,1,1,1,0.984615385,1,0.962962963,0,1,1,0.851351351,0.727272727,1,1,0.902173913,0.730769231,0.985074627,0.810810811,0.925925926,1,1,0.984848485,0.861538462,1,0.957746479,0.784810127,1,1,1,0.765432099,1,1,0.643678161,1,1,0.988095238,0.947368421,1,1,1,0.859375,0.890243902,0.894736842,0.951219512,0.953846154,1,1,1,0.924050633,0.987012987,0.82278481,1,0.918918919,0.78125,0.847222222,0.590361446,0.987341772,0.853333333,1,1,1,1,0.859375,0.814285714,0.985507246,0.655737705,1,1,0.712328767,1,0.788235294,0.928571429,1,1,0.638554217,0.966292135,1,0.984615385,1,1,0.966666667,1,0.815384615,0.97260274,1,1,1,0.844155844,0.986666667,0.987804878,0.920634921,0.710526316,1,0.767123288,1,0.98630137,0.987012987,0.759493671,0.973684211,1,0.797297297,1,0.75,0.974683544,0.886075949,1,0.974025974,1,1,1,0.97260274,0.927710843,1,0.965517241,0.958333333,0.986111111,1,0.973684211,0.974025974,0.606557377,1,0.983333333,1,0.988888889
1,1,0.984375,1,1,0.863013699,0.830508475,0.608108108,0.858974359,0.850746269,1,1,1,0.983050847,0.984615385,0.896551724,1,0.869565217,0.940298507,0.953125,1,0.970149254,0.971014493,0.791666667,0.821428571,0.950819672,0.967741935,1,0.985507246,0.983333333,0.691176471,0.985074627,1,0,1,1,1,1,1,1,1,0.98630137,0.971428571,0.984848485,0.944444444,1,0.984375,0.949152542,1,0.985915493,0.985074627,1,1,1,1,0.913793103,0.880597015,0.987179487,1,1,1,0.973684211,1,1,0.882352941,1,1,1,1,1,1,1,0.982142857,1,1,0.971014493,0.986666667,0.98245614,1,1,1,1,1,1,0.813559322,0.985507246,0.987012987,1,0.983870968,1,1,0.912280702,0.981481481,0.985714286,0.987179487,0.975,0.971428571,1,1,0.96969697,1,1,0.95,0.6875,0.97260274,1,0.986486486,1,0.941176471,1,1,1,0.985294118,0.970588235,1,0.970588235,1,1,1,1,0.983870968,0.986111111,1,1,0.964285714,0.981481481,0.985074627,1,1,1,1,1,1,1,1,1,0.971014493,0.953846154,1,1,0.917808219,0.892307692,0.967741935,0.71641791,1,1,1,0.988095238,0.921052632
0.984126984,1,1,0.951612903,1,0.953846154,0.983050847,1,1,1,1,1,1,1,1,0.983606557,0.924242424,1,0.985507246,0.95,0.954545455,0.671428571,1,0.915492958,0.941176471,0.953125,0.705882353,0.79245283,1,0.841269841,1,0.984126984,1,1,0,0.96875,1,1,1,1,1,0.984615385,1,0.983333333,1,0.915492958,1,1,0.888888889,0.985714286,1,0.839285714,1,0.838709677,1,1,0.957746479,1,0.985507246,0.983606557,0.942307692,0.985294118,0.916666667,0.984848485,1,1,1,1,0.985714286,0.985507246,0.735849057,0.935483871,0.985074627,0.972222222,0.935483871,1,0.857142857,0.96969697,0.983050847,1,1,0.933333333,1,0.8125,1,0.844827586,1,0.967741935,1,1,1,0.984848485,1,1,1,1,1,0.910714286,0.967213115,1,0.957746479,0.929824561,0.971428571,0.980769231,0.984848485,0.968253968,0.973684211,1,0.985915493,0.982758621,0.955223881,0.982758621,1,1,1,0.985915493,1,0.966666667,0.984126984,0.929577465,1,1,1,1,1,1,1,1,0.983333333,1,1,1,0.97260274,1,0.962962963,0.986486486,1,1,1,1,1,1,1,0.983333333,1,1,1,1,1
0.983050847,0.791044776,0.863636364,0.984615385,0.987654321,1,1,1,1,1,0.907894737,0.75,0.967741935,0.980769231,0.814285714,1,1,1,0.905405405,0.985714286,1,0.8625,0.952380952,1,1,0.987179487,1,1,1,0.808823529,1,0.901408451,0.851351351,1,0.96875,0,0.984126984,0.984848485,1,0.805555556,0.892307692,1,0.957746479,0.823529412,1,0.951612903,0.913793103,0.986486486,1,1,0.984375,1,1,1,0.971428571,1,1,0.78125,1,0.987341772,0.924242424,1,0.971428571,1,1,0.904761905,0.849315068,0.714285714,0.684931507,0.881578947,0.920634921,1,0.968253968,0.918604651,0.902439024,0.948717949,1,0.936507937,0.955223881,0.816901408,0.791666667,1,0.845070423,1,1,0.925373134,1,0.596153846,0.882352941,0.970588235,0.903225806,0.984375,1,0.950819672,1,0.858974359,0.941176471,1,0.983870968,0.944444444,0.948717949,1,1,1,1,0.863013699,1,0.923076923,0.964912281,0.974025974,1,1,0.927536232,0.96875,1,0.863013699,0.95890411,1,0.914285714,1,0.983606557,0.987804878,0.909090909,1,1,0.935064935,1,0.638888889,0.985714286,0.966101695,1,0.974683544,0.987804878,1,0.983870968,0.85915493,0.98630137,1,0.98630137,1,1,1,0.985714286,1,0.884057971,1,1,1,1
1,0.896551724,0.729166667,1,1,1,1,1,1,1,0.644067797,0.810344828,1,0.54,0.966666667,0.966666667,1,1,1,0.96969697,0.980392157,1,0.535714286,1,1,1,1,1,1,1,0.984126984,1,0.727272727,1,1,0.984126984,0,1,1,1,0.736842105,1,0.793650794,0.966101695,1,1,1,0.489795918,1,0.970149254,0.428571429,1,1,1,0.754385965,1,0.983606557,0.825396825,1,1,0.98245614,0.98,1,1,1,0.774193548,0.833333333,0.881355932,0.953846154,0.892857143,0.984848485,1,1,1,1,0.322580645,1,1,0.389830508,0.901639344,0.734375,1,0.835820896,1,1,0.983870968,1,0.953125,0.803278689,0.9375,0.573770492,1,1,0.653846154,1,0.904761905,0.826923077,1,0.984375,0.372881356,0.942028986,1,1,0.976744186,1,0.947368421,1,0.796610169,1,1,1,1,0.568965517,1,1,0.820895522,0.742424242,1,0.769230769,1,0.984126984,1,0.691176471,1,1,0.25,1,0.80952381,0.964912281,0.964285714,1,0.985714286,1,1,1,0.925925926,0.814814815,1,0.910714286,1,1,1,1,1,0.433333333,1,1,1,1
0.984126984,1,0.985074627,0.986111111,1,0.962962963,0.981132075,1,0.929577465,1,1,0.986486486,0.783333333,1,0.969230769,1,0.888888889,1,0.987341772,1,1,0.926470588,1,1,0.976470588,0.78125,0.951612903,0.984848485,1,1,1,1,1,1,1,0.984848485,1,0,1,0.932432432,0.986111111,1,1,0.970149254,1,1,1,1,0.85483871,1,1,0.988636364,0.971014493,0.651515152,1,1,1,1,1,1,0.987804878,1,1,1,1,1,0.983333333,1,0.941176471,0.983050847,0.983050847,1,1,0.807692308,1,1,0.988764045,0.78125,1,0.985714286,0.955223881,0.861538462,0.986486486,0.954545455,1,1,1,1,1,1,1,1,1,1,0.96,1,0.970588235,0.951612903,0.96875,1,0.986666667,0.859375,1,1,0.985714286,1,1,0.965517241,0.987341772,0.913043478,0.769230769,1,0.985714286,0.828125,0.986842105,0.974358974,0.958333333,0.926470588,1,0.887323944,0.971014493,0.97260274,1,0.938461538,0.967213115,1,0.944444444,0.987179487,0.871428571,0.971014493,0.893939394,1,0.987804878,0.943661972,0.865671642,0.917808219,0.985714286,1,0.904761905,0.964285714,1,0.986486486,0.758064516,1,1,1,0.966666667,1,0.962025316
0.967213115,0.971830986,1,0.890410959,0.857142857,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.968253968,0.959183673,0.983870968,1,1,1,1,1,1,0.940298507,0.933333333,1,1,1,1,1,1,1,1,0,1,1,1,1,0.925373134,1,0.419354839,0.94,1,0.965517241,1,1,0.982758621,0.968253968,1,1,0.969230769,1,1,0.896551724,0.789473684,0.970588235,0.984126984,0.72972973,0.772727273,1,0.981132075,1,0.984375,0.986842105,0.985294118,0.876923077,0.830508475,0.950819672,1,0.924242424,1,0.933333333,1,1,1,1,1,1,1,1,0.915492958,0.941176471,0.982142857,1,0.962962963,1,1,1,1,0.987804878,1,1,1,0.965517241,1,0.984848485,1,1,1,1,0.986111111,1,1,0.984375,0.881355932,1,0.796296296,1,1,1,1,1,1,1,0.98245614,1,1,1,0.985294118,1,1,0.95,1,0.969230769,1,1,0.897435897,0.794520548,0.971428571,1,1,1,1,1,1,0.981132075,1,1,1,1,0.952380952,1,0.96875,1
1,0.959459459,0.941176471,1,0.972972973,0.963414634,0.956521739,1,1,1,0.976190476,0.794871795,1,1,0.797297297,0.984126984,1,1,0.916666667,0.95,1,0.909090909,0.934210526,1,0.880952381,0.987341772,1,0.878787879,1,0.884057971,1,0.782051282,0.902173913,1,1,0.805555556,1,0.932432432,1,0,0.974683544,0.940298507,0.985074627,0.972222222,1,0.974358974,0.915492958,1,1,1,1,0.802816901,1,0.986666667,0.986666667,1,0.9625,0.820224719,1,0.987654321,0.853658537,0.945205479,0.98630137,1,1,0.986111111,0.986842105,0.977777778,0.62962963,0.958333333,0.97260274,1,0.987012987,0.947368421,0.884615385,0.95890411,0.988235294,0.818181818,0.984375,0.969230769,0.895522388,0.985714286,0.909090909,1,1,0.957746479,1,0.796875,0.96969697,0.970149254,0.983050847,1,1,1,1,0.782051282,0.960526316,1,0.986111111,0.971014493,0.9875,1,1,1,1,0.87804878,1,0.985507246,0.962025316,1,0.987012987,1,0.976744186,0.935064935,1,0.88,1,1,0.974025974,1,1,1,0.936708861,1,1,1,1,0.714285714,0.9875,0.953488372,1,0.985294118,1,1,0.986111111,1,1,1,0.985507246,1,1,0.987341772,0.985507246,1,0.941176471,1,1,1,0.974358974
1,0.902439024,0.777777778,1,0.9875,1,1,1,1,1,0.428571429,0.881578947,0.90625,0.666666667,0.946666667,1,1,1,0.986666667,0.985507246,1,1,0.708333333,1,1,1,1,1,1,1,1,0.949367089,0.730769231,1,1,0.892307692,0.736842105,0.986111111,1,0.974683544,0,1,0.701492537,0.945205479,1,1,0.983333333,0.732394366,1,0.985507246,0.691176471,0.987804878,1,1,0.594594595,1,1,0.936708861,1,1,1,0.98630137,0.985915493,0.953846154,1,0.483870968,0.693333333,0.694444444,0.975903614,0.959459459,1,1,0.985915493,0.976744186,1,0.787878788,1,0.984848485,0.716666667,0.924242424,0.653846154,0.986842105,0.925,1,1,0.970588235,1,0.983606557,0.443037975,0.96969697,0.623188406,1,1,0.564516129,1,0.961538462,0.863013699,1,0.96,0.8,1,1,1,1,1,0.98630137,1,0.794871795,0.986842105,0.985294118,1,0.921875,0.815789474,1,0.951807229,0.959459459,0.683544304,1,0.842857143,1,1,0.986111111,0.702702703,0.987341772,1,0.650793651,1,0.949367089,0.946666667,0.8875,1,0.965909091,1,1,1,0.859375,0.952380952,1,0.885714286,1,1,1,0.986666667,1,0.753246753,1,1,1,1
0.848484848,1,1,0.984848485,0.919354839,1,0.914285714,0.984126984,0.960526316,1,1,1,1,1,0.984848485,0.876923077,0.985915493,0.985915493,0.972222222,0.949152542,0.818181818,0.967213115,1,0.957746479,0.7375,0.965517241,0.929577465,0.816666667,1,0.866666667,0.985294118,0.953125,0.985074627,0.98630137,0.984615385,1,1,1,1,0.940298507,1,0,1,1,0.880597015,1,0.933333333,1,1,0.964285714,1,0.9375,1,1,1,0.875,0.890625,1,0.861538462,0.973684211,0.98630137,0.981132075,1,1,0.987012987,1,1,1,0.986486486,1,0.968253968,0.904761905,0.970588235,1,0.897058824,1,0.714285714,1,1,1,0.963636364,0.984848485,1,0.980392157,0.967213115,0.982142857,1,1,1,0.984848485,1,0.955882353,0.984615385,1,1,0.972222222,1,1,1,1,1,0.953846154,0.953125,0.947368421,0.972972973,1,0.986666667,1,0.951612903,1,1,1,1,1,1,1,1,0.96969697,1,0.984615385,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.951612903,1,1,0.961538462,1,0.921875,0.983606557,0.898550725,0.984615385,1,1,0.96875,1,0.970149254,0.950617284
1,0.85,0.644067797,1,1,1,1,1,1,0.96969697,0.731343284,0.808823529,0.933333333,0.683333333,0.958333333,1,1,1,0.984375,0.958333333,0.982758621,1,0.612903226,1,1,1,1,1,1,1,1,1,0.810810811,0.971428571,1,0.957746479,0.793650794,1,1,0.985074627,0.701492537,1,0,0.928571429,1,1,0.983606557,0.767857143,1,1,0.7,1,1,1,0.772727273,1,1,0.84,1,1,1,0.985507246,1,1,1,0.825396825,0.915254237,0.881578947,0.97260274,0.869565217,0.985294118,1,0.983333333,0.985714286,1,0.848484848,1,0.983870968,0.769230769,0.892307692,0.803030303,0.984615385,0.757575758,1,1,0.952380952,0.971014493,0.955223881,0.767123288,0.911764706,0.633333333,0.946428571,1,0.440677966,0.988372093,0.928571429,0.85483871,1,0.984375,0.696969697,0.960526316,1,0.983606557,1,1,0.930555556,1,0.621212121,1,1,1,0.93442623,0.775862069,0.96875,0.811764706,0.833333333,0.548387097,1,0.771929825,1,0.909090909,1,0.451612903,1,1,0.766666667,1,0.85915493,0.93442623,0.709677419,1,0.916666667,1,1,1,0.923076923,0.924050633,1,0.682539683,0.98245614,1,1,1,1,0.754385965,1,1,1,1
0.956521739,1,0.967213115,0.953125,0.926470588,0.974358974,1,0.985507246,1,0.971428571,0.984126984,0.984615385,0.880597015,1,0.826086957,1,1,0.973684211,0.868852459,0.972222222,1,0.970588235,0.968253968,0.985074627,0.975609756,1,1,1,0.96969697,0.925373134,1,0.927536232,0.925925926,0.984848485,0.983333333,0.823529412,0.966101695,0.970149254,0.925373134,0.972222222,0.945205479,1,0.928571429,0,1,0.852941176,0.884615385,0.983606557,1,0.970149254,0.985294118,1,1,1,0.953846154,1,1,0.949367089,0.90625,1,1,0.970588235,0.96875,0.849315068,1,0.870967742,0.797101449,0.826086957,0.884057971,0.961038961,0.971014493,0.985507246,0.968253968,0.939759036,1,1,1,0.930555556,0.980769231,0.969230769,0.985714286,1,0.922077922,1,0.984848485,0.698412698,1,0.731343284,0.897058824,0.950819672,0.981818182,1,1,0.98245614,1,0.914285714,1,1,0.984848485,0.970149254,1,1,1,1,1,1,1,1,0.984375,1,1,0.887323944,0.984848485,1,0.924050633,0.971428571,1,1,0.96969697,1,1,0.909090909,0.926470588,0.876712329,0.953125,0.956521739,1,0.921875,1,0.826086957,0.967213115,0.927536232,0.957142857,1,1,0.963636364,1,0.984848485,0.985507246,0.967213115,0.961538462,1,1,1,0.923076923,0.985507246,0.966666667,1,1
